,turbulence_level,turbulence_threshold,is_above_threshold
20180103,86.36663720598841,140,False
20180104,83.11126941603841,140,False
20180105,99.29990634063836,140,False
20180108,117.34704108884199,140,False
20180109,128.4298299935628,140,False
20180110,130.32300648880314,140,False
20180111,145.88542698114898,140,True
20180112,166.85982818861626,140,True
20180116,149.94599183884276,140,True
20180117,179.19366611545018,140,True
20180118,148.47968446013363,140,True
20180119,140.5318136679051,140,True
20180122,130.54471626343187,140,False
20180123,150.96408515322858,140,True
20180124,146.19071886348377,140,True
20180125,149.8985372421389,140,True
20180126,138.74042258607116,140,False
20180129,138.131480525455,140,False
20180130,131.76989575571233,140,False
20180131,186.26555086546662,140,True
20180201,179.42255440453442,140,True
20180202,176.07597153352006,140,True
20180205,139.7706807096402,140,False
20180206,123.3264161625552,140,False
20180207,142.51272023720267,140,True
20180208,116.7657910580835,140,False
20180209,111.64488528682531,140,False
20180212,109.92704594613502,140,False
20180213,109.13081130699499,140,False
20180214,126.65974980203137,140,False
20180215,135.0917389121347,140,False
20180216,124.52656795359468,140,False
20180220,124.98538762172535,140,False
20180221,125.63671956051179,140,False
20180222,116.69725650580288,140,False
20180223,110.24891943788884,140,False
20180226,127.1631356056341,140,False
20180227,133.52157868059615,140,False
20180228,149.21386205688069,140,True
20180301,127.11485533728244,140,False
20180302,135.48015754778643,140,False
20180305,126.68248647209066,140,False
20180306,117.07740664599643,140,False
20180307,117.8121804990418,140,False
20180308,115.73193621033558,140,False
20180309,119.041222905785,140,False
20180312,110.4949000611516,140,False
20180313,97.27659500152176,140,False
20180314,96.47614974051905,140,False
20180315,96.16248362858498,140,False
20180316,88.68343060451845,140,False
20180319,85.55730847065045,140,False
20180320,90.04514128107078,140,False
20180321,85.24942165845447,140,False
20180322,73.42191700580918,140,False
20180323,71.0515468616887,140,False
20180326,86.7005955846517,140,False
20180327,76.57866258869845,140,False
20180328,66.29607399023477,140,False
20180329,71.40341068066537,140,False
20180402,67.75063646624619,140,False
20180403,73.81683904663511,140,False
20180404,73.54022519045724,140,False
