,turbulence_level,turbulence_threshold,is_above_threshold
20180705,87.26842893567024,140,False
20180706,80.19720924182313,140,False
20180709,69.83439514206441,140,False
20180710,73.73905241979277,140,False
20180711,78.51674974531174,140,False
20180712,79.44221737157986,140,False
20180713,89.60617785923769,140,False
20180716,70.91036802406722,140,False
20180717,71.5804222055473,140,False
20180718,71.06033037749049,140,False
20180719,76.41526952739727,140,False
20180720,81.06891974698534,140,False
20180723,83.61291246909286,140,False
20180724,87.01405503463245,140,False
20180725,94.88921008879892,140,False
20180726,87.73555983007903,140,False
20180727,92.37597736336731,140,False
20180730,81.64065143338101,140,False
20180731,92.42679060048641,140,False
20180801,103.46858920845642,140,False
20180802,110.06433415472135,140,False
20180803,109.98147364484693,140,False
20180806,114.16725854497034,140,False
20180807,103.71679710023615,140,False
20180808,102.66023711950814,140,False
20180809,105.23145502667822,140,False
20180810,111.24924035769838,140,False
20180813,106.02197868847715,140,False
20180814,113.24337474115278,140,False
20180815,101.65895509023204,140,False
20180816,108.8979733712353,140,False
20180817,110.99806731385866,140,False
20180820,112.79151815158657,140,False
20180821,96.58261753917972,140,False
20180822,93.98223002020012,140,False
20180823,94.693529947305,140,False
20180824,88.01767644237052,140,False
20180827,80.94122576584968,140,False
20180828,85.44346339181038,140,False
20180829,94.5012132708,140,False
20180830,99.17870155242964,140,False
20180831,104.8225203641903,140,False
20180904,90.55146686872835,140,False
20180905,79.6709987269222,140,False
20180906,74.92726563900041,140,False
20180907,78.37009422308981,140,False
20180910,87.89722268364487,140,False
20180911,114.0461643799114,140,False
20180912,107.19789169475293,140,False
20180913,107.04262288298077,140,False
20180914,107.47020686173977,140,False
20180917,95.88079465447024,140,False
20180918,104.23946270918827,140,False
20180919,87.31795461059501,140,False
20180920,83.08387603984563,140,False
20180921,85.92376179699377,140,False
20180924,85.19017026999809,140,False
20180925,87.2787365630517,140,False
20180926,89.9379583201983,140,False
20180927,97.96425908143878,140,False
20180928,98.6069982537825,140,False
20181001,108.03834552580221,140,False
20181002,106.99081309123794,140,False
